alpha,method,cov_below50,undercov_gap,macro_cov,train_marginal_cov,set_size_train_mean
0.1,cvx-cw_weight=0.99,0.03333333333333333,0.054984802431610955,0.8712121212121212,0.9012350879631037,1.9116768360207932
0.1,cvx-cw_weight=0.999,0.01818181818181818,0.03322188449848025,0.904969696969697,0.9025204653728063,2.932491976705303
0.1,cvx-cw_weight=1,0.0,0.015075987841945297,0.9396969696969696,0.9032464921156743,125.21359969079373
0.1,fuzzy-rarity-1e-15,0.0,0.013495440729483292,0.9366969696969697,0.9025200310943383,106.22258473858608
0.1,fuzzy-rarity-1e-10,0.0,0.014407294832826753,0.9349090909090908,0.9021302661692729,104.18004737978086
0.1,fuzzy-rarity-1e-05,0.03636363636363636,0.04975683890577509,0.8769393939393939,0.9006821211897493,2.7539488072541873
0.1,fuzzy-rarity-0.0001,0.03333333333333333,0.061033434650455944,0.8645454545454546,0.899235626468404,2.3469220513577715
0.1,fuzzy-rarity-0.001,0.06060606060606061,0.0819148936170213,0.8421515151515151,0.8978943139920179,2.0721255325339714
0.1,fuzzy-rarity-0.01,0.08181818181818182,0.10835866261398178,0.8144545454545454,0.8970158120790214,1.8332234753568684
0.1,fuzzy-rarity-0.1,0.13636363636363635,0.14607902735562311,0.7736969696969695,0.8943391367412612,1.60881567918981
0.1,fuzzy-rarity-10,0.23636363636363636,0.2190273556231003,0.6956969696969697,0.8912802094959329,1.2763419856080116
0.1,fuzzy-rarity-1000,0.24545454545454545,0.2317629179331307,0.6832121212121212,0.898742155845171,1.2545862411895756
0.1,fuzzy-RErarity-1e-15,0.0,0.01395136778115502,0.9465454545454546,0.9044252541614732,148.04046572022912
0.1,fuzzy-RErarity-1e-10,0.0,0.013130699088145903,0.9473636363636363,0.9046419591170249,146.08307382299677
0.1,fuzzy-RErarity-1e-05,0.030303030303030304,0.04896656534954407,0.881,0.9048291765645967,3.417279983671129
0.1,fuzzy-RErarity-0.0001,0.03636363636363636,0.05638297872340426,0.8720303030303032,0.9057271341529616,1.7614695549079982
0.1,fuzzy-RErarity-0.001,0.051515151515151514,0.07580547112462006,0.8518484848484849,0.9088171123087546,1.6075404204684127
0.1,fuzzy-RErarity-0.01,0.09696969696969697,0.11203647416413373,0.8116060606060606,0.9047008472772912,1.4383821389951663
0.1,fuzzy-RErarity-0.1,0.13636363636363635,0.15288753799392102,0.7676969696969697,0.9028783976861643,1.3463466758154663
0.1,fuzzy-RErarity-10,0.24545454545454545,0.22513677811550153,0.6914848484848484,0.9025624601006657,1.1877487438495313
0.1,fuzzy-RErarity-1000,0.2696969696969697,0.24072948328267482,0.674939393939394,0.9036377770153778,1.1659124842031208
0.05,standard,0.13333333333333333,0.1731914893617021,0.784939393939394,0.9488971498304142,1.5879951534522965
0.05,classwise,0.0,0.004772036474164127,0.9801515151515151,0.9553887443706653,186.8038093604381
0.05,classwise-exact,0.024242424242424242,0.038085106382978705,0.9272424242424243,0.9463384245245736,89.21758176377858
0.05,clustered,0.13333333333333333,0.17762917933130695,0.7776060606060606,0.9315090308207428,1.5411999548350392
0.05,prevalence-adjusted,0.01818181818181818,0.050425531914893594,0.9105454545454545,0.9500016936860254,2.0815878523626914
0.05,cvx-cw_weight=0,0.13333333333333333,0.1731914893617021,0.784939393939394,0.9488971498304142,1.5879951534522965
0.05,cvx-cw_weight=0.25,0.12121212121212122,0.15617021276595744,0.8010303030303031,0.9476664915076844,1.58924370404791
0.05,cvx-cw_weight=0.5,0.09696969696969697,0.13455927051671732,0.8222424242424243,0.9476320097973222,1.659063087633052
0.05,cvx-cw_weight=0.75,0.06060606060606061,0.1041641337386018,0.8535757575757574,0.9493526645155407,1.825803046029175
0.05,cvx-cw_weight=0.9,0.045454545454545456,0.07604863221884496,0.8846363636363637,0.9510438317257791,2.117031142108943
0.05,cvx-cw_weight=0.95,0.03333333333333333,0.05854103343465044,0.9046060606060605,0.9519795715408634,2.3885211515327858
0.05,cvx-cw_weight=0.975,0.02727272727272727,0.047477203647416394,0.9185454545454546,0.9534026586527813,2.7314329018052956
0.05,cvx-cw_weight=0.99,0.01818181818181818,0.035501519756838885,0.9332424242424243,0.9539842443771794,3.3216942940152085
0.05,cvx-cw_weight=0.999,0.012121212121212121,0.021337386018237075,0.9546363636363637,0.9547787134066106,6.051153443611113
0.05,cvx-cw_weight=1,0.0,0.004772036474164127,0.9801515151515151,0.9553887443706653,186.8038093604381
0.05,fuzzy-rarity-1e-15,0.0,0.007689969604863213,0.9735757575757575,0.9518711756352407,150.97518354779453
0.05,fuzzy-rarity-1e-10,0.0,0.007598784194528867,0.9737878787878789,0.9519784858446934,150.9892124359982
0.05,fuzzy-rarity-1e-05,0.01818181818181818,0.035805471124620035,0.9293636363636364,0.9497631445235313,6.002634072620046
0.05,fuzzy-rarity-0.0001,0.021212121212121213,0.03917933130699086,0.924909090909091,0.9499524899355966,3.9873661445191884
0.05,fuzzy-rarity-0.001,0.030303030303030304,0.053069908814589645,0.9095151515151516,0.9483485692695872,3.415172343410041
0.05,fuzzy-rarity-0.01,0.05454545454545454,0.07796352583586623,0.8833333333333333,0.9473685330507629,2.940883539543226
0.05,fuzzy-rarity-0.1,0.07575757575757576,0.10838905775075984,0.8516363636363635,0.9459872669553171,2.5187180968180414
0.05,fuzzy-rarity-10,0.1303030303030303,0.1620364741641337,0.7962121212121213,0.9449088232356351,2.019486595995084
0.05,fuzzy-rarity-1000,0.1303030303030303,0.16817629179331303,0.7905454545454546,0.9508867097760425,2.0192797057329104
0.05,fuzzy-RErarity-1e-15,0.0,0.005775075987841937,0.9806969696969697,0.951402893163154,204.7673868596021
0.05,fuzzy-RErarity-1e-10,0.0,0.005775075987841937,0.9806363636363636,0.9513790947031053,203.7785420403271
0.05,fuzzy-RErarity-1e-05,0.015151515151515152,0.03227963525835865,0.9366666666666668,0.952961735724181,12.281391037360976
0.05,fuzzy-RErarity-0.0001,0.01818181818181818,0.03902735562310028,0.9266363636363637,0.9523557001220322,2.8599223944377616
0.05,fuzzy-RErarity-0.001,0.030303030303030304,0.051428571428571414,0.9136969696969697,0.9554881072841527,2.4617732892685447
0.05,fuzzy-RErarity-0.01,0.048484848484848485,0.07458966565349541,0.8886666666666666,0.9540412651400332,2.1622404426166146
0.05,fuzzy-RErarity-0.1,0.06666666666666667,0.10443768996960484,0.8566666666666667,0.9529009367386555,1.93926177003218
0.05,fuzzy-RErarity-10,0.10909090909090909,0.141580547112462,0.8182424242424242,0.9553511358553332,1.7497831213330612
0.05,fuzzy-RErarity-1000,0.12121212121212122,0.1557142857142857,0.8035151515151516,0.9556851828529489,1.6935105768520893
0.01,standard,0.030303030303030304,0.06693009118541034,0.9251515151515152,0.9890842369944456,3.94064868174771
0.01,classwise,0.0,0.0005775075987841951,0.9984545454545455,0.9927157603998836,277.5451780758858
0.01,classwise-exact,0.024242424242424242,0.026778115501519758,0.9680606060606062,0.9891427343040906,196.84977122210302
0.01,clustered,0.030303030303030304,0.06638297872340425,0.9257272727272727,0.9866535804088298,4.1435767608906175
0.01,prevalence-adjusted,0.006060606060606061,0.019878419452887538,0.9734545454545455,0.988864665801005,5.942174779712248
0.01,cvx-cw_weight=0,0.030303030303030304,0.06693009118541034,0.9251515151515152,0.9890842369944456,3.94064868174771
0.01,cvx-cw_weight=0.25,0.02727272727272727,0.06094224924012158,0.9313939393939394,0.9890046771791008,4.09084897097717
0.01,cvx-cw_weight=0.5,0.024242424242424242,0.053677811550151985,0.9389393939393939,0.988654648733861,4.504906564987602
0.01,cvx-cw_weight=0.75,0.01818181818181818,0.043161094224924014,0.949818181818182,0.9894952815644448,5.438619819600724
0.01,cvx-cw_weight=0.9,0.01818181818181818,0.03221884498480244,0.9614242424242424,0.9908115796010717,7.127844545679581
0.01,cvx-cw_weight=0.95,0.012121212121212121,0.026808510638297867,0.9675151515151514,0.9909966690841502,8.841626155723572
0.01,cvx-cw_weight=0.975,0.012121212121212121,0.022796352583586626,0.9723030303030303,0.9913419638940881,11.034558273656234
0.01,cvx-cw_weight=0.99,0.012121212121212121,0.01887537993920973,0.9766969696969697,0.9917014161820843,14.834018899798929
0.01,cvx-cw_weight=0.999,0.006060606060606061,0.011276595744680852,0.9856969696969696,0.9921798173424764,30.954481623506624
0.01,cvx-cw_weight=1,0.0,0.0005775075987841951,0.9984545454545455,0.9927157603998836,277.5451780758858
0.01,fuzzy-rarity-1e-15,0.0,0.0008206686930091193,0.9980000000000001,0.9926149643674516,261.05701359725884
0.01,fuzzy-rarity-1e-10,0.0,0.0008206686930091193,0.9980000000000001,0.9926149643674516,261.11347010209886
0.01,fuzzy-rarity-1e-05,0.012121212121212121,0.011519756838905777,0.9856969696969697,0.992121841166993,127.53408395471344
0.01,fuzzy-rarity-0.0001,0.012121212121212121,0.01562310030395137,0.9799393939393939,0.9908447150481832,25.16200436884139
0.01,fuzzy-rarity-0.001,0.012121212121212121,0.023313069908814595,0.9707575757575758,0.9900231904701933,13.480037608515332
0.01,fuzzy-rarity-0.01,0.01818181818181818,0.03142857142857143,0.9619393939393941,0.9896909240142964,10.319867327928014
0.01,fuzzy-rarity-0.1,0.024242424242424242,0.04373860182370821,0.9490606060606063,0.989012407335832,8.580033396014192
0.01,fuzzy-rarity-10,0.030303030303030304,0.06401215805471125,0.9282727272727274,0.9875703422548607,6.2911987388553285
0.01,fuzzy-rarity-1000,0.030303030303030304,0.06465045592705168,0.9275757575757576,0.9883618147628623,6.50167796514481
0.01,fuzzy-RErarity-1e-15,0.0,0.0009422492401215814,0.9979393939393939,0.9904390989590345,277.15749755718366
0.01,fuzzy-RErarity-1e-10,0.0,0.0009422492401215814,0.9979393939393939,0.9904390989590345,277.15749755718366
0.01,fuzzy-RErarity-1e-05,0.0030303030303030303,0.006534954407294834,0.9910303030303029,0.9900900693542714,157.49567280591663
0.01,fuzzy-RErarity-0.0001,0.00909090909090909,0.013829787234042556,0.9819090909090908,0.9890415474210372,38.130342471999896
0.01,fuzzy-RErarity-0.001,0.012121212121212121,0.02276595744680851,0.9716060606060606,0.9890856701133901,9.401211028935975
0.01,fuzzy-RErarity-0.01,0.015151515151515152,0.02933130699088146,0.9649090909090909,0.9901883465715886,7.5421439025131685
0.01,fuzzy-RErarity-0.1,0.01818181818181818,0.03978723404255319,0.9537575757575758,0.9899699913578585,6.379140953762372
0.01,fuzzy-RErarity-10,0.024242424242424242,0.053890577507598784,0.938909090909091,0.9903433839846786,4.851567788697469
0.01,fuzzy-RErarity-1000,0.02727272727272727,0.06282674772036474,0.9295151515151515,0.9897066014669927,4.175253379772177
