dataset,alpha,method,method_key,method_params,set_size_metric_type,cov_below50,undercov_gap,macro_cov,train_marginal_cov,set_size
plantnet,0.05,Fuzzy-RErarity,fuzzy-RErarity-0.1,bandwidth=0.1,mean,0.20444033302497688,0.23228184492214285,0.7450941673533699,0.9574896489966713,4.68841604525585
plantnet,0.05,Fuzzy-RErarity,fuzzy-RErarity-10,bandwidth=10,mean,0.25716928769657726,0.29211688472337216,0.6791563796503055,0.9602066282248639,3.4728079197737207
plantnet,0.05,Fuzzy-RErarity,fuzzy-RErarity-1000,bandwidth=1000,mean,0.2858464384828862,0.3257497991110451,0.6421672671891203,0.9591644138547576,2.941308819748007
plantnet,0.05,Interp-Q,cvx-cw_weight=0,weight=0,mean,0.28862164662349676,0.33438339259419053,0.6329180388336507,0.9580599000336689,2.9280984829004884
plantnet,0.05,Interp-Q,cvx-cw_weight=0.25,weight=0.25,mean,0.27012025901942643,0.31171405372142097,0.6566267581344947,0.9557141976621746,2.9210915402417075
plantnet,0.05,Interp-Q,cvx-cw_weight=0.5,weight=0.5,mean,0.25254394079555964,0.28878916567721347,0.6812553564766807,0.9541266639723256,3.1629917716636666
plantnet,0.05,Interp-Q,cvx-cw_weight=0.75,weight=0.75,mean,0.2072155411655874,0.24150716257650778,0.7325497686701306,0.952587477156833,3.8080483414759576
plantnet,0.05,Interp-Q,cvx-cw_weight=0.9,weight=0.9,mean,0.16651248843663274,0.1958258149015977,0.7825853471459308,0.9534417343684093,5.0928902031370535
plantnet,0.05,Interp-Q,cvx-cw_weight=0.95,weight=0.95,mean,0.1452358926919519,0.16780274063404155,0.8136415880062458,0.9545478782922305,6.483800462843918
plantnet,0.05,Interp-Q,cvx-cw_weight=0.975,weight=0.975,mean,0.11933395004625347,0.13527260039883982,0.849045845384535,0.9556672710833212,8.357000514271022
plantnet,0.05,Interp-Q,cvx-cw_weight=0.99,weight=0.99,mean,0.09435707678075855,0.10482099060089618,0.882128924329939,0.9568558690083027,11.80496271535099
plantnet,0.05,Interp-Q,cvx-cw_weight=0.999,weight=0.999,mean,0.05550416281221091,0.05977785450625398,0.9310236350654622,0.9586551529329366,28.44005528413474
plantnet,0.05,Interp-Q,cvx-cw_weight=1,weight=1,mean,0.0,0.001765628720408749,0.9926747641268676,0.9599857874422881,896.6678130624839
plantnet,0.05,Standard,standard_softmax,score=softmax,mean,0.28862164662349676,0.33438339259419053,0.6329180388336507,0.9580599000336689,2.9280984829004884
plantnet,0.01,Standard,standard,score=softmax,mean,0.12210915818686402,0.1455843106459657,0.8520387319475473,0.992687125128843,13.404442015942402
plantnet,0.01,classwise,classwise,,mean,0.0,0.00011167208461565369,0.9996057036099746,0.995580782758177,1027.7203651324248
plantnet,0.01,clustered,clustered,,mean,0.11933395004625347,0.14724303507566266,0.8500724149259592,0.9894456416029025,13.732771920802262
plantnet,0.01,rc3p,rc3p,,mean,0.16466234967622573,0.2159255504934085,0.7794706928060798,0.9741034354864606,134.13637824633582
plantnet,0.01,Fuzzy-rarity,fuzzy-rarity-1e-30,bandwidth=1e,mean,0.0,0.0001262716774917624,0.999506667956919,0.9949927994691018,1008.1299820005142
plantnet,0.01,Fuzzy-rarity,fuzzy-rarity-1e-15,bandwidth=1e,mean,0.0,0.0001262716774917624,0.999506667956919,0.9949927994691018,1008.1299820005142
plantnet,0.01,Fuzzy-rarity,fuzzy-rarity-1e-10,bandwidth=1e,mean,0.0,0.00012391426301942545,0.9995120861293699,0.9950582895397243,1008.1324890717408
plantnet,0.01,Fuzzy-rarity,fuzzy-rarity-1e-05,bandwidth=1e,mean,0.02127659574468085,0.02476073744013077,0.9742120748054505,0.9926454904660726,197.74842504499873
plantnet,0.01,Fuzzy-rarity,fuzzy-rarity-0.0001,bandwidth=0.0001,mean,0.02312673450508788,0.025926105006630104,0.9729828663425685,0.9926742950379829,123.75636410388275
plantnet,0.01,Fuzzy-rarity,fuzzy-rarity-0.001,bandwidth=0.001,mean,0.034227567067530065,0.037776855084803065,0.961014760285278,0.9922323444246317,73.50115710979686
plantnet,0.01,Fuzzy-rarity,fuzzy-rarity-0.01,bandwidth=0.01,mean,0.05920444033302498,0.0665863569105815,0.9318495813833233,0.9910243860807444,40.07241578812034
plantnet,0.01,Fuzzy-rarity,fuzzy-rarity-0.1,bandwidth=0.1,mean,0.08603145235892692,0.10413331271484783,0.893921513773412,0.9908089702805863,25.481550527127798
plantnet,0.01,Fuzzy-rarity,fuzzy-rarity-10,bandwidth=10,mean,0.11840888066604996,0.14472019655533275,0.852831546513031,0.9907188968590389,14.122364361018256
plantnet,0.01,Fuzzy-rarity,fuzzy-rarity-1000,bandwidth=1000,mean,0.11840888066604996,0.14503293919671997,0.8525599595832106,0.9927598812878041,13.867157366932373
plantnet,0.01,Fuzzy-RErarity,fuzzy-RErarity-1e-30,bandwidth=1e,mean,0.0,0.00036708458452266047,0.9990970402342255,0.9916892805269261,994.745950115711
plantnet,0.01,Fuzzy-RErarity,fuzzy-RErarity-1e-15,bandwidth=1e,mean,0.0,0.00036708458452266047,0.9990970402342255,0.9916892805269261,994.745950115711
plantnet,0.01,Fuzzy-RErarity,fuzzy-RErarity-1e-10,bandwidth=1e,mean,0.0,0.00036708458452266047,0.9990970402342255,0.9916892805269261,994.745950115711
plantnet,0.01,Fuzzy-RErarity,fuzzy-RErarity-1e-05,bandwidth=1e,mean,0.02127659574468085,0.024546917133319558,0.9744723795846839,0.9932952804340387,218.83154409874004
plantnet,0.01,Fuzzy-RErarity,fuzzy-RErarity-0.0001,bandwidth=0.0001,mean,0.02127659574468085,0.02287961208094489,0.9762086504029824,0.9943375557010028,149.52616353818462
plantnet,0.01,Fuzzy-RErarity,fuzzy-RErarity-0.001,bandwidth=0.001,mean,0.028677150786308975,0.030553895846431457,0.9684456925889864,0.9939464061419366,100.1068076626382
plantnet,0.01,Fuzzy-RErarity,fuzzy-RErarity-0.01,bandwidth=0.01,mean,0.05272895467160037,0.0577434436879934,0.9409373635989218,0.9931696722891618,55.357579069169454
plantnet,0.01,Fuzzy-RErarity,fuzzy-RErarity-0.1,bandwidth=0.1,mean,0.07770582793709528,0.09253856242485989,0.9057489959512716,0.9920211102938203,31.695101568526614
plantnet,0.01,Fuzzy-RErarity,fuzzy-RErarity-10,bandwidth=10,mean,0.11008325624421832,0.13696963712390445,0.8607402864967786,0.9918967889654406,16.729654152738494
plantnet,0.01,Fuzzy-RErarity,fuzzy-RErarity-1000,bandwidth=1000,mean,0.11840888066604996,0.14502015260060003,0.8525819850446441,0.9927918009416428,14.128439187451788
plantnet,0.01,Interp-Q,cvx-cw_weight=0,weight=0,mean,0.12210915818686402,0.1455843106459657,0.8520387319475473,0.992687125128843,13.404442015942402
plantnet,0.01,Interp-Q,cvx-cw_weight=0.25,weight=0.25,mean,0.11193339500462535,0.1328892359262856,0.8648155155377758,0.9920581983380121,13.771985086140395
plantnet,0.01,Interp-Q,cvx-cw_weight=0.5,weight=0.5,mean,0.09805735430157261,0.11543697842360187,0.8825254011760497,0.9921675163438409,15.819233736178965
plantnet,0.01,Interp-Q,cvx-cw_weight=0.75,weight=0.75,mean,0.08233117483811286,0.09447414557820591,0.9038662431696064,0.9927940141044347,20.568687323219336
plantnet,0.01,Interp-Q,cvx-cw_weight=0.9,weight=0.9,mean,0.0666049953746531,0.07634615973650435,0.9223038579924954,0.9933699472998279,29.308176909231165
plantnet,0.01,Interp-Q,cvx-cw_weight=0.95,weight=0.95,mean,0.05920444033302498,0.06643376741237365,0.9324155483928986,0.9937314848449711,38.171220107996916
plantnet,0.01,Interp-Q,cvx-cw_weight=0.975,weight=0.975,mean,0.05180388529139685,0.056537169697148504,0.9424787542508477,0.9941849690018518,49.4412123939316
plantnet,0.01,Interp-Q,cvx-cw_weight=0.99,weight=0.99,mean,0.043478260869565216,0.04822256334063467,0.9509195217815747,0.9944777238171048,68.75269992285935
plantnet,0.01,Interp-Q,cvx-cw_weight=0.999,weight=0.999,mean,0.027752081406105456,0.029964575354185594,0.9694196392888502,0.9949895513266153,143.90482771920801
plantnet,0.01,Interp-Q,cvx-cw_weight=1,weight=1,mean,0.0,0.00011167208461565369,0.9996057036099746,0.995580782758177,1027.7203651324248
plantnet,0.01,Standard,standard_softmax,score=softmax,mean,0.12210915818686402,0.1455843106459657,0.8520387319475473,0.992687125128843,13.404442015942402
