dataset,alpha,method,method_key,method_params,set_size_metric_type,cov_below50,undercov_gap,macro_cov,train_marginal_cov,set_size
plantnet,0.05,Interp-Q,cvx-cw_weight=0.5,weight=0.5,mean,0.2414431082331175,0.2763611621054619,0.6940139665523021,0.9494726920415413,2.918841604525585
plantnet,0.05,Interp-Q,cvx-cw_weight=0.75,weight=0.75,mean,0.19611470860314523,0.23428498467016523,0.7390327603525848,0.949425716357983,3.438801748521471
plantnet,0.05,Interp-Q,cvx-cw_weight=0.9,weight=0.9,mean,0.1637372802960222,0.1946176530213994,0.782599674509327,0.9510671957471646,4.396117253792749
plantnet,0.05,Interp-Q,cvx-cw_weight=0.95,weight=0.95,mean,0.14801110083256244,0.17307456460701312,0.8064166365029357,0.9521688712491321,5.355907688351762
plantnet,0.05,Interp-Q,cvx-cw_weight=0.975,weight=0.975,mean,0.1332099907493062,0.1515365854709264,0.8305415091720487,0.9536171006551986,6.58511185394703
plantnet,0.05,Interp-Q,cvx-cw_weight=0.99,weight=0.99,mean,0.1091581868640148,0.1258832738227796,0.8585930554553566,0.9551230695731201,8.727307791205966
plantnet,0.05,Interp-Q,cvx-cw_weight=0.999,weight=0.999,mean,0.07493061979648474,0.0845652865409786,0.9042181391845863,0.9575090469256309,17.92263435330419
plantnet,0.05,Interp-Q,cvx-cw_weight=1,weight=1,mean,0.0,0.001693767866811348,0.9926482102620768,0.959557863768506,896.9442015942402
plantnet,0.05,Fuzzy-rarity,fuzzy-rarity-1e-30,bandwidth=1e,mean,0.0,0.0022173245104140306,0.9913206870758768,0.9591006224722967,855.6103111339676
plantnet,0.05,Fuzzy-rarity,fuzzy-rarity-1e-15,bandwidth=1e,mean,0.0,0.0022173245104140306,0.9913206870758768,0.9591006224722967,855.6103111339676
plantnet,0.05,Fuzzy-rarity,fuzzy-rarity-1e-10,bandwidth=1e,mean,0.0,0.0023310255621385332,0.9912340411071842,0.9594324272416884,842.89672795063
plantnet,0.05,Fuzzy-rarity,fuzzy-rarity-1e-05,bandwidth=1e,mean,0.07493061979648474,0.09394574222977178,0.8903534715754745,0.9524104050326148,12.564830290563126
plantnet,0.05,Fuzzy-rarity,fuzzy-rarity-0.0001,bandwidth=0.0001,mean,0.0841813135985199,0.10283259647470998,0.8810375179697356,0.9526009743786142,10.093308048341475
plantnet,0.05,Fuzzy-rarity,fuzzy-rarity-0.001,bandwidth=0.001,mean,0.11378353376503238,0.1353806116776774,0.8469502436860182,0.9514085500044602,7.18510542555927
plantnet,0.05,Fuzzy-rarity,fuzzy-rarity-0.01,bandwidth=0.01,mean,0.15633672525439407,0.18300222620414383,0.7964336839189009,0.9496366154653898,5.451176394960144
plantnet,0.05,Fuzzy-rarity,fuzzy-rarity-0.1,bandwidth=0.1,mean,0.2062904717853839,0.2364351626910696,0.739207273008784,0.9483767470866777,4.094272306505529
plantnet,0.05,Fuzzy-rarity,fuzzy-rarity-10,bandwidth=10,mean,0.2784458834412581,0.3210921599736696,0.6472532117754025,0.9477505208114118,2.8184301877089224
plantnet,0.05,Fuzzy-rarity,fuzzy-rarity-1000,bandwidth=1000,mean,0.2849213691026827,0.3255536835519151,0.6428675658465601,0.9568581225674355,2.7900488557469787
plantnet,0.05,Fuzzy-RErarity,fuzzy-RErarity-1e-30,bandwidth=1e,mean,0.0,0.0029434063945319522,0.9907478013941259,0.9481254392482148,895.5908331190537
plantnet,0.05,Fuzzy-RErarity,fuzzy-RErarity-1e-15,bandwidth=1e,mean,0.0,0.0029434063945319522,0.9907478013941259,0.9481254392482148,895.5908331190537
plantnet,0.05,Fuzzy-RErarity,fuzzy-RErarity-1e-10,bandwidth=1e,mean,0.0,0.0030631501984862827,0.9904431544854572,0.9479353485390627,883.7889560298278
plantnet,0.05,Fuzzy-RErarity,fuzzy-RErarity-1e-05,bandwidth=1e,mean,0.0851063829787234,0.10370511462226344,0.8798799954640231,0.9486398766397048,10.117800205708408
plantnet,0.05,Fuzzy-RErarity,fuzzy-RErarity-0.0001,bandwidth=0.0001,mean,0.09528214616096208,0.11433504698514964,0.8690658468360396,0.9490402536871776,8.311294677294935
