alpha,method,cov_below50,undercov_gap,macro_cov,train_marginal_cov,set_size_mean
0.2,standard,0.14910341439449767,0.17009028093735595,0.7244394831315311,0.8048127619199199,2.7936919981828803
0.2,classwise,0.009579955784819455,0.013393517347640894,0.9584713802185253,0.8659791609939146,6201.605403768361
0.2,classwise-exact,0.08818472119872267,0.11500756247385419,0.7990279263723744,0.7979185005833348,2263.934626949618
0.2,clustered,0.15315647261115206,0.17395282005187873,0.7191645749026874,0.8003569386402967,2.6779371363056224
0.2,prevalence-adjusted,0.11041513141734217,0.1357041591514386,0.7707685313831864,0.7988217160516367,3.026002119973176
0.2,fuzzy-rarity-1e-15,0.009457135838860231,0.01331529691927099,0.9585855882029279,0.8670970387511698,6184.049949163908
0.2,fuzzy-rarity-1e-10,0.04581183984279047,0.06880563513961067,0.8699787559486123,0.8376831238541399,778.5050727929565
0.2,fuzzy-rarity-1e-05,0.0899042004421518,0.11815126555426118,0.7954317692141718,0.8020185378935406,3.91649901572674
0.2,fuzzy-rarity-0.0001,0.09186931957749939,0.12009234069058815,0.7928768473064561,0.801216472726965,3.6923443009496615
0.2,fuzzy-rarity-0.001,0.09260623925325473,0.12159051037424876,0.791248879172841,0.8002546717378758,3.6152248685832955
0.2,fuzzy-rarity-0.01,0.09592237779415377,0.12490899949903568,0.7867719521128052,0.799294642456764,3.537175243905077
0.2,fuzzy-rarity-0.1,0.11029231147138295,0.13741093376957234,0.7692875742869253,0.7955768609425802,3.1974170939061586
0.2,fuzzy-rarity-10,0.14591009579955785,0.16815655962081602,0.726579318053085,0.7932700130584629,2.6322928158868195
0.2,fuzzy-rarity-1000,0.14910341439449767,0.17008345676888087,0.7244391605740971,0.8047204849253717,2.7897549051420167
0.2,fuzzy-RErarity-1e-15,0.05305821665438467,0.05209834954364725,0.8956371340221464,0.7649437025286928,4768.420944469683
0.2,fuzzy-RErarity-1e-10,0.07246376811594203,0.09933970725844245,0.8229888970233664,0.7880609748176716,467.99312090336815
0.2,fuzzy-RErarity-1e-05,0.09579955784819455,0.1234807188071529,0.787655451223503,0.7936447993058313,3.592727194064075
0.2,fuzzy-RErarity-0.0001,0.09493981822647998,0.12292920941575998,0.7888812131699986,0.7960523886950457,3.5351634326259544
0.2,fuzzy-RErarity-0.001,0.09592237779415377,0.1244995629910696,0.7870670260580561,0.7953115020643113,3.4496939018322625
0.2,fuzzy-RErarity-0.01,0.0991156963890936,0.1278972500791811,0.7825552729049255,0.7943085183191655,3.3584917905120384
0.2,fuzzy-RErarity-0.1,0.11152051093097519,0.13880311102854187,0.767156496516683,0.7931404314496446,3.1222662080602244
0.2,fuzzy-RErarity-10,0.1456644559076394,0.16788785417317317,0.7269887276406278,0.794133092822461,2.6493823955696887
0.2,fuzzy-RErarity-1000,0.15757799066568412,0.17752126758728393,0.7143756543095101,0.7963899662947009,2.5811755034936295
0.2,cvx-cw_weight=0,0.15119135347580448,0.17095400843869982,0.7236227253361789,0.7990778154300151,2.8392930538429924
0.2,cvx-cw_weight=0.25,0.14480471628592484,0.16603103436351888,0.7286518353463057,0.7869720728127649,2.6376360135851344
0.2,cvx-cw_weight=0.5,0.1327683615819209,0.15648045197913835,0.7411234289252314,0.7854058624447489,2.796158089428256
0.2,cvx-cw_weight=0.75,0.1161876688774257,0.1415564071225303,0.7621628980572764,0.7901326351366234,3.2393190126982065
0.2,cvx-cw_weight=0.9,0.09665929746990912,0.1251970396882459,0.7841838288053117,0.8026362264330826,3.853959807039176
0.2,cvx-cw_weight=0.95,0.08462294276590518,0.11382746788977513,0.8008866405796065,0.808138262780623,4.591559045579423
0.2,cvx-cw_weight=0.975,0.07184966838614591,0.10220447176345249,0.8172009422359277,0.8139323466506282,5.491639085383001
0.2,cvx-cw_weight=0.99,0.058339474330631295,0.08830704559118395,0.8378891188435688,0.8217345024043012,6.9807039176239
0.2,cvx-cw_weight=0.999,0.039425202652910836,0.0648994441918153,0.8739418917990972,0.8359411935950554,12.78692106344777
0.2,cvx-cw_weight=1,0.011299435028248588,0.014825625331604564,0.9571358569601232,0.8659379771921073,6202.718887230407
0.1,standard,0.05858511422254974,0.11655547599363901,0.8484253001816099,0.9035109979558711,10.917623899452702
0.1,classwise,0.00036845983787767134,0.003014119973306934,0.9903225799132938,0.9455933389251255,7191.233608064551
0.1,classwise-exact,0.02431834929992631,0.07084717311482969,0.9020770605564888,0.9002224857415404,4603.698163410993
0.1,clustered,0.06005895357406043,0.11997628687343953,0.8425672253772445,0.8791248759164187,7.985052025872326
0.1,prevalence-adjusted,0.04016212232866617,0.09128808503387376,0.8778703555830961,0.9028520698902238,11.688688428840289
0.1,fuzzy-rarity-1e-15,0.00036845983787767134,0.002900335943154166,0.9905053577276084,0.94624670069734,7192.375343414022
0.1,fuzzy-rarity-1e-10,0.009579955784819455,0.023116959817271947,0.9651566739818828,0.9364507148039888,4267.708763276873
0.1,fuzzy-rarity-1e-05,0.029353967084254484,0.07367775992289595,0.8993747509862029,0.9056212748970195,16.68821251649469
0.1,fuzzy-rarity-0.0001,0.03021370670596905,0.07504976891331541,0.897680448834376,0.9033601209945441,15.668613580807753
0.1,fuzzy-rarity-0.001,0.031441906165561286,0.07643268480671203,0.8962460282564507,0.9023982474750167,15.248772362472149
0.1,fuzzy-rarity-0.01,0.03279292557111275,0.07885373283126557,0.8934172757972192,0.9017292041286967,14.709909792978129
0.1,fuzzy-rarity-0.1,0.03917956276099239,0.08875245794993931,0.8815049225600448,0.9000044204889353,12.94855820191663
0.1,fuzzy-rarity-10,0.05711127487103906,0.11521941067977398,0.8498585298663212,0.896359602262762,10.277803015553681
0.1,fuzzy-rarity-1000,0.05846229427659052,0.1165126884573003,0.848470129461885,0.9035298337911959,10.905120384191058
0.1,fuzzy-RErarity-1e-15,0.003930238270695161,0.014173431832505289,0.973695603253505,0.8897962006749582,6697.210050403444
0.1,fuzzy-RErarity-1e-10,0.021247850650945713,0.05147911742197986,0.9279279903199416,0.8955024387878179,2446.048716118286
0.1,fuzzy-RErarity-1e-05,0.030582166543846722,0.07643747642350875,0.8958304252893945,0.9025374927764066,15.772340839768967
0.1,fuzzy-RErarity-0.0001,0.03168754605747973,0.07736041003557208,0.8948188674940711,0.9002575385602702,14.907305254504942
0.1,fuzzy-RErarity-0.001,0.03181036600343896,0.07721000192784938,0.8952951392035752,0.9011684689805062,15.020918510827006
0.1,fuzzy-RErarity-0.01,0.034021125030704986,0.08058351857649378,0.8913141130825627,0.899878674779331,14.358405260994656
0.1,fuzzy-RErarity-0.1,0.039670842544829284,0.08910430347530697,0.8811328131329692,0.8996727040830015,13.008674584117507
0.1,fuzzy-RErarity-10,0.05747973470891673,0.11590430820407406,0.8489822454882578,0.8959937293946069,10.130919159798387
0.1,fuzzy-RErarity-1000,0.06435765168263326,0.12365451023809268,0.8395993738767287,0.8971205531451738,9.750686828044216
0.1,cvx-cw_weight=0,0.05551461557356915,0.11471041976802974,0.8503924717656814,0.9021243166643379,11.387371016938154
0.1,cvx-cw_weight=0.25,0.052566936870547774,0.11087671365896078,0.8542677342384402,0.8914367614612997,10.438553226469379
0.1,cvx-cw_weight=0.5,0.047285679194301156,0.10396787394748876,0.8623938090331575,0.8913474820891711,11.283254375148722
0.1,cvx-cw_weight=0.75,0.04016212232866617,0.09272555742338678,0.8760059337868226,0.895195372962349,13.352889004261579
0.1,cvx-cw_weight=0.9,0.03549496438221567,0.08232952274419562,0.8890754658536013,0.9031513320199704,15.841759145088368
0.1,cvx-cw_weight=0.95,0.029968066814050603,0.07344953721378972,0.9001373831975982,0.9079871771639256,18.947303523914595
0.1,cvx-cw_weight=0.975,0.025423728813559324,0.06592351268276475,0.9095967790369768,0.912009011499158,22.631276094057586
0.1,cvx-cw_weight=0.99,0.01940555146155736,0.05634369306338871,0.9214516447893301,0.9169663389795524,28.512882081900187
0.1,cvx-cw_weight=0.999,0.012773274379759274,0.04040960118976748,0.9420020527864535,0.9263361125434924,49.90438488329331
0.1,cvx-cw_weight=1,0.0007369196757553427,0.003514842535925993,0.9899585215523048,0.9462389386236586,7192.621173772904
0.05,standard,0.025055268975681652,0.07288323200572187,0.9160816844660493,0.9513763395614862,34.733770307396114
0.05,classwise,0.0,0.0007778828152907346,0.9976968668687582,0.9803105966118011,7677.02444458866
0.05,classwise-exact,0.0076148366494718745,0.04120594456378942,0.9504357654967053,0.9504254546499689,6060.729984641011
0.05,clustered,0.027266028002947678,0.0778956299585696,0.9097622689420324,0.9351609409611075,24.777099963224956
0.05,prevalence-adjusted,0.01658069270449521,0.05817632718168092,0.9317444213666938,0.9504314417783424,35.47004997079629
0.05,fuzzy-rarity-1e-15,0.0,0.0007778828152907346,0.9976968668687582,0.9803105966118011,7677.02444458866
0.05,fuzzy-rarity-1e-10,0.0,0.0011980258688543102,0.9971937932228848,0.9800302430470917,7524.285266186428
0.05,fuzzy-rarity-1e-05,0.011545074920167035,0.04444669524302362,0.9471451445561277,0.9537598629003494,56.25262292599563
0.05,fuzzy-rarity-0.0001,0.01203635470400393,0.0455491811898152,0.945696676851675,0.9512450903344358,49.47958985008761
0.05,fuzzy-rarity-0.001,0.013141734217636944,0.047000540729605175,0.9441035506213776,0.9498296360104208,47.1522703182123
0.05,fuzzy-rarity-0.01,0.013878653893392287,0.048772347664695494,0.9421996539595376,0.9490296607165919,45.321435524693364
0.05,fuzzy-rarity-0.1,0.016089412920658314,0.05448411693034282,0.9359889309736278,0.9479014428849779,41.040495814134594
0.05,fuzzy-rarity-10,0.02431834929992631,0.0717832330964161,0.9171011379154571,0.9469443573937122,32.876717070110544
0.05,fuzzy-rarity-1000,0.025055268975681652,0.07288446035604737,0.9160792280671302,0.9513306256240686,34.689229238323925
0.05,fuzzy-RErarity-1e-15,0.00024563989191844754,0.005161772206353939,0.9911866651120338,0.9477050204316944,7275.755921863846
0.05,fuzzy-RErarity-1e-10,0.005772537460083518,0.017723069380112266,0.9774137242018271,0.9487201503733337,5383.910658273304
0.05,fuzzy-RErarity-1e-05,0.012773274379759274,0.04783889839959513,0.9431640328095533,0.949769571740263,49.59216475220109
0.05,fuzzy-RErarity-0.0001,0.013387374109555391,0.04941751819672642,0.9412358815521047,0.9465931572077904,43.487745257100826
0.05,fuzzy-RErarity-0.001,0.014738393515106854,0.05128575606061305,0.9391920588888955,0.9448934576321559,41.00408851969628
0.05,fuzzy-RErarity-0.01,0.014984033407025301,0.05175411093889483,0.9387696161723805,0.9457438888207023,41.000021632379344
0.05,fuzzy-RErarity-0.1,0.016212232866617538,0.055405373482098584,0.9349241440306107,0.9472801291911686,39.89992861314816
0.05,fuzzy-RErarity-10,0.023335789732252518,0.06969671527162741,0.9194749573160398,0.9485464261464163,34.13766846215415
0.05,fuzzy-RErarity-1000,0.026529108327192335,0.07547027321213344,0.913177998129475,0.9494560178112164,32.565016116122614
0.05,cvx-cw_weight=0,0.024195529353967085,0.07128542803881072,0.9178830966266011,0.9509260608746328,36.58121876825232
0.05,cvx-cw_weight=0.25,0.022598870056497175,0.06908996788648614,0.9199717794390531,0.9451811062772855,34.57163562420231
0.05,cvx-cw_weight=0.5,0.020633750921149593,0.06523230032921314,0.9242178944812278,0.945270321819237,37.518225279598504
0.05,cvx-cw_weight=0.75,0.017440432326209777,0.05790296853629091,0.9323881059536704,0.9476429191743194,44.16408159733489
0.05,cvx-cw_weight=0.9,0.014861213461066078,0.050458666073218694,0.9409226665055638,0.9541055454194948,51.43556795811971
0.05,cvx-cw_weight=0.95,0.013141734217636944,0.04546182094033806,0.9467033283548851,0.9572897893294716,60.60241850001081
0.05,cvx-cw_weight=0.975,0.011176615082289364,0.041476114830942275,0.9511949884633553,0.9595376395967419,71.26285504142601
0.05,cvx-cw_weight=0.99,0.009825595676737903,0.036947721348941656,0.9563918837046551,0.9621052819373341,87.85041209682653
0.05,cvx-cw_weight=0.999,0.006140997297961189,0.02598603295687513,0.9689173417988567,0.9680351628387182,144.68665498518183
0.05,cvx-cw_weight=1,0.0,0.0009505221470908296,0.9975004484018486,0.9794904139509882,7677.48049841002
0.01,standard,0.0038074183247359373,0.02015951452902456,0.9792743051116692,0.9902220016906194,276.40684015834904
0.01,classwise,0.0,2.213512101732223e-05,0.9999520754089657,0.9991086295266834,8107.169943972138
0.01,classwise-exact,0.0024563989191844758,0.010816567854080968,0.9887205012404725,0.9904080202925251,7627.215069115452
0.01,clustered,0.003930238270695161,0.02119646862778053,0.9782055451856103,0.9896517835203263,262.98433815735393
0.01,prevalence-adjusted,0.002702038811102923,0.016981861146985865,0.982479816802062,0.9906314332367557,282.0017738551063
0.01,fuzzy-rarity-1e-15,0.0,2.213512101732223e-05,0.9999520754089657,0.9991086295266834,8107.169943972138
0.01,fuzzy-rarity-1e-10,0.0,2.213512101732223e-05,0.9999520754089657,0.9991086295266834,8107.169943972138
0.01,fuzzy-rarity-1e-05,0.0013510194055514615,0.00833886850293327,0.9913772134018202,0.9946195213028997,961.7719298245614
0.01,fuzzy-rarity-0.0001,0.0017194792434291329,0.00988280635974696,0.9897167862227094,0.9923459674511903,534.297055833171
0.01,fuzzy-rarity-0.001,0.0019651191353475803,0.010356437305813355,0.9892075956636421,0.9915282576150835,440.32591342721787
0.01,fuzzy-rarity-0.01,0.0019651191353475803,0.011004429190272088,0.9885289783790218,0.9908655772563806,399.10703701300105
0.01,fuzzy-rarity-0.1,0.0024563989191844758,0.013165338088207277,0.9863351734983916,0.9903674504890772,344.88900426157875
0.01,fuzzy-rarity-10,0.0038074183247359373,0.019982890476678113,0.9794165178861906,0.9893721508109532,268.4661345101348
0.01,fuzzy-rarity-1000,0.0038074183247359373,0.02015951452902456,0.9792743051116692,0.9902220016906194,276.3271464728405
0.01,fuzzy-RErarity-1e-15,0.0,0.0010242545432688195,0.998704439175049,0.9872922579873976,7813.116728318948
0.01,fuzzy-RErarity-1e-10,0.0,0.0010687661857016596,0.9986550202016952,0.9871128237284135,7794.65695372834
0.01,fuzzy-RErarity-1e-05,0.002210759027266028,0.014304058585860977,0.9851622032734594,0.9889411300987458,482.5317887814481
0.01,fuzzy-RErarity-0.0001,0.0019651191353475803,0.011692081062453046,0.987834041767449,0.9906616821541432,438.4539122158046
0.01,fuzzy-RErarity-0.001,0.0018422991893883567,0.0100094219835363,0.9895668503601119,0.9918296697265401,457.1616587708482
0.01,fuzzy-RErarity-0.01,0.0018422991893883567,0.009521816809362009,0.990066677641241,0.9921538127126385,473.7133493412941
0.01,fuzzy-RErarity-0.1,0.0024563989191844758,0.012874189352230161,0.9866397966695523,0.9906000341824311,352.66132346896836
0.01,fuzzy-RErarity-10,0.003316138540899042,0.01861308861676447,0.9808303666876591,0.9902169985468723,290.3055357258745
0.01,fuzzy-RErarity-1000,0.0038074183247359373,0.02015951452902456,0.9792743051116692,0.9902220016906194,276.496463105977
0.01,cvx-cw_weight=0,0.004298698108572832,0.01945571891295315,0.9799890680827374,0.9899021149448886,291.98215328704003
0.01,cvx-cw_weight=0.25,0.004175878162613608,0.01869572871762476,0.9807600187312475,0.9899902303242135,302.657105154996
0.01,cvx-cw_weight=0.5,0.0038074183247359373,0.017315614941306585,0.982176808985854,0.9904837433821133,325.62705778008524
0.01,cvx-cw_weight=0.75,0.0031933185949398184,0.015284618770462732,0.9842628246855395,0.9915039470035458,368.41891102602375
0.01,cvx-cw_weight=0.9,0.0024563989191844758,0.01342821988726948,0.9861779491399827,0.9928300337021232,408.6450559197006
0.01,cvx-cw_weight=0.95,0.002333578973225252,0.012119722503591014,0.9875268163962498,0.9935438375444776,458.7033119172778
0.01,cvx-cw_weight=0.975,0.002210759027266028,0.010985287828707484,0.9886991859231752,0.9941972118305514,512.9583793021394
0.01,cvx-cw_weight=0.99,0.0019651191353475803,0.009619265591017149,0.9900957453725779,0.9947847369586039,591.084798927034
0.01,cvx-cw_weight=0.999,0.0015966592974699092,0.006880258157254768,0.9929117929675496,0.996067135876259,820.9683950937764
0.01,cvx-cw_weight=1,0.0,2.8314095382023172e-05,0.9999483535924214,0.9990875126079803,8107.156099249357
